name,category,review.point,price,currency,description.1.2247.
"Granndach 12 year old, 40%",Blended Scotch Whisky,86,24,$,"A 27 year old offering from Glenturret, in Perthshire, this bottling is from a refill hogshead that was filled in December 1988. Fresh mango and ripe peaches on the early nose, followed by a slightly smoky, earthy note. Viscous on the palate, with orchard fruit notes, coconut, caramel, and nutmeg. Drying in the finish, with mildly tannic oak, black pepper, and a final flourish of citrus. (264 bottles) £110"
"Kirkland 12 year old, 40%",Blended Scotch Whisky,86,39/1.75 liter,$,"Distilled in September 1995, and after 20 years maturing in a refill hogshead this Aberdeenshire single malt was bottled in February 2016. The nose is soft, with ginger, lots of floral notes, cinnamon, and vanilla. Sweet and malty on the mature palate, with banana, honey, milk chocolate, and cocoa, plus big cinnamon and nutmeg spice notes. Drying in the finish, with a drizzle of lemon juice and then black pepper. (254 bottles) £80"
"Cardhu Gold Reserve, 40%",Single Malt Scotch,86,40,$,"From Wemyss Malts’ Midsummer Single Cask Releases, this bottling from Blair Athol was distilled in 1991 and bottled in 2015. Soft, sweet fruits as the nose opens—principally juicy pears. This is backed up by malt and cinnamon. Very smooth and inviting on the palate, with honey, brittle toffee, gentle spices, darker malt, and walnuts. Slightly mouth-drying in the finish, with cocoa powder and lingering spice. (312 bottles) £115"
"Clan Denny 2008 10 year old (distilled at Craigellachie), 46%",Single Malt Scotch,86,59,$,"An uplifting nose of golden honey, linseed oil, vanilla, sanded oak, and wheat biscuits on this west coast grain. Neat, it is mouth drenching. Banana and ripe fruits are followed by juicy orange before a snarling pepper onslaught ensnares the tip of the tongue, igniting a glowing ball of white heat underneath. You can bask in this experience for minutes with each sip. Water emphasizes the oak and mellows the dram to the flavor of almond-sprinkled custard. (180 bottles)"
"Clan Denny 10 year old (distilled at Fettercairn), 46%",Single Malt Scotch,86,59,$,"Unpeated Caol Ilas have become a regular in the Special Releases portfolio and this expression from 2000 is the eleventh to appear. The early nose is reticent and faintly floral, with freshly sliced green apples. Sharp and sweet on the palate, with malt and citrus fruit, and even a hint of mint. Ginger, mixed nuts, aniseed, and more mint in the medium-length finish. Diageo Special Releases 2016 bottling."
"Clan Denny 10 year old (distilled at Bunnahabhain), 46%",Single Malt Scotch,86,59,$,"The third Special Releases cask strength Glenkinchie is the oldest to date and the first to have been matured in European oak casks. Peach and pear soufflé on the initial nose, followed by apricots and toffee. The palate is rich and smooth, with dark fruits, walnuts, nutmeg, and a hint of resin. Quite lengthy, with ginger and white pepper in the aromatic and subtly drying finish. Diageo Special Releases 2016. (5,928 bottles)"
"Compass Box The Circle (2019 Release), 46%",Blended Malt Scotch Whisky,86,150,$,"This expression from Springbank Distillery is taking over from its highly regarded 12 year old sibling. It is unpeated, distilled three times, and matured in bourbon casks. It is non-chill filtered. The nose is gently floral, with pears, toffee, and soft oak, then emerging herbal tobacco notes. The palate is full and slightly oily, with cream, orchard fruits, cinnamon, and sea salt. The finish is long, with vanilla and cocoa powder."
"Glenlivet Caribbean Reserve, 40%",Single Malt Scotch,86,35,$,"This expression includes young, heavily-peated Bunnahabhain matured in bourbon barrels, mixed with 20 to 21 year old spirit aged in sherry butts. Fragrant, peppery peat on the early nose, brine and fabric Band-Aids. Ultimately, leathery orange. Smooth and supple on the palate, with intense, smoky fresh fruit giving way to quite dry spices. The relatively long finish yields drying peat, plain chocolate, and developing licorice. £80"
"Tomintoul 10 year old, 40%",Single Malt Scotch,86,55,$,"This rested in bourbon barrels for almost 18 years until May 2013 when it was transferred to oloroso sherry hogsheads for a prolonged period of finishing. Big, waxy, warm leather notes on the nose, then dried fruit and machine oil. The palate is smooth, with cinnamon, cloves, sherry-soaked raisins, and dates. Spicy leather, plain chocolate, and slightly tannic oak in the very lengthy finish (1,800 bottles) £100"
"The Famous Grouse Malt Whisky, 10 year old, 40%",Blended Malt Scotch Whisky,85,30,$,"The first peated GlenDronach release, matured in bourbon barrels before a period in oloroso and Pedro Ximenez sherry casks. The nose offers dry, earthy peat, then becomes quite perfumed, with vanilla and lime. Light to medium-bodied, with sweeter peat notes on the palate. Creamy, with honey, cinnamon sticks, and green apples. The finish is medium in length, with peat slowly fading and a flaring of spices near the close."
"King's Crest, 25 year, 40%",Blended Scotch Whisky,85,225,$,"Dunnet Head replaces Duncansby Head and consists of 80 percent sherry cask-matured whisky and 20 percent aged in bourbon wood. It is non-chill filtered. Soft caramel on the nose, plus a hint of fresh ginger and meadow hay. Sweet, spicy sherry and a heathery note on the nicely textured palate, with suggestions of citrus and salt. Medium in length, with lingering soft spices in the finish; ginger and cinnamon at the close. (Travel Retail exclusive)"
"Gordon & MacPhail Single Cask #12274 (distilled at Ardmore) 1990 Vintage, 56.4% ABV",Single Malt Scotch,85,65,$,"Samsara is a combination of 8 to 10 year old whiskies matured in first-fill bourbon barrels and California red wine hogsheads, bottled non-chill filtered. Initially slightly savory on the nose, then peaches and cream, and soft spices. The palate is supple and sweet, with vanilla, mango, and passion fruit. The finish is long, with spicy pears. Drier spices emerge and ultimately, light tannins. The red wine influence is greatly enhanced by the addition of a few drops of water. £60"
"Auchentoshan 37 year old 1966 Vintage, 48.1%",Single Malt Scotch,85,150,$,"A delicious and inviting proposition, this offers heather honey on toast, marmalade, dark vanilla, and flapjack aromas. Soft on the palate, there are gingersnaps dipped in thick-cut marmalade and runny caramels, though the ginger flavor muscles its way to the fore eventually. Water promotes more candied peel, before a spearmint conclusion. This is really enjoyable whisky for those lucky enough to get their hands on it. (30 bottles) £50"
"Montgomerie's Single Cask #910 (distilled at Benrinnes) 1989 Vintage, 59.1% ABV",Single Malt Scotch,85,65,$,"Speyburn’s entry level NAS single malt takes its name from the Gaelic term for “golden salmon” and was matured in bourbon casks. The nose is light and youthful, with malt, vanilla, and unripe apples, while the palate offers more malt and vanilla, plus dry, spicy oak. The finish is medium in length and grassy, with ginger and further dry oak."
"Benromach 22 year old Port Wood Finish, 45%",Single Malt Scotch,85,150,$,"This 2016 release follows similar port and Madeira quarter cask-matured Kilchomans, with sauternes casks being pressed into service this time. The casks in question were sourced from Château d’Yquem and the whisky is 5 years old. Earthy peat, a savory note, vanilla, citrus fruit, and sweet wine on the nose, while the palate offers smoked haddock, tarry rope, and bonfire embers. The finish is relatively long, with fruity peat. (6,000 bottles)"
"Bowmore 37 year old 1968 vintage, 43.4%",Single Malt Scotch,85,1000,$,"New in 2016, this is an NAS entry-level bottling for the brand, matured in bourbon barrels before spending a finishing period in oloroso sherry butts. Sweet and malty on the nose, a hint of mash, then pineapple. Becoming more floral, with violets. The palate offers soft fruit notes, cocoa powder, light sherry, and mixed nuts. The finish is medium in length, with milky coffee and soft spices."
"Bowmore 1964 Vintage Bourbon Cask, 43%",Single Malt Scotch,85,"1,500",$,"The youngest age statement Bull in the fold, this one has shredded citrus peel, fleshy grapefruit, candied orange peel, and lemon meringue pie. Soft fudge, honey, tart lemon, and buttery pastry with a nip of peppery spice under the tongue complete a satisfying combination. A delicious everyday kind of dram, and I preferred this expression’s brightness and attack of the flavors over the 12 year old."
"Whisky Galore 16 year old 1987 Vintage (distilled at Bowmore), 46%",Single Malt Scotch,85,74,$,"The stills ran cold in this lost Islay distillery at Ballygrant in the 1860s. Excitingly acrid smoke on the nose: like fireworks or the smoking muzzle of a rifle mingled with summer lemons and crunchy green pear. Poached pears in cream, greengages, and peppercorns meet a stealthy, sour gooseberry takeover. Fades to a chalky, sour fruit plateau before a chili heat finish."
"Gordon & MacPhail (distilled at Brora), 24 year old, 1982 vintage, 43%",Single Malt Scotch,85,250,$,"Few single malt whiskies from the Speyside Distillery make it to the U.S. This noses like a gammon joint glazed with sliced orange and a side order of sugar mice. Hesitantly, a sip brings relief with dark chocolate, stewed rhubarb, strained raspberry juices, walnut, and burnt bakery goods. Dry finish with remnants of cocoa. Worth experimenting with water, as lovely candied peel and golden syrup notes peek out."
"Dun Bheagan (distilled at Caol Ila) 1993 Vintage, 10 year old, 43% ABV",Single Malt Scotch,85,56,$,"Named after the warehouseman’s preferred piece of pilfering paraphernalia, the 125 year old Craigellachie Hotel’s Copper Dog bar now boasts its own whisky. It’s an appealing blend of eight Speyside malts, with honey, warm toast, pecan nut, apple turnover, fudge fingers, and orange peel. Vanilla, orange pith, wood spice, caramel, and fresh apple develop into creamy nougat. Takes a while to come into focus, then concludes with a spicy finish."
